"photo_id","owner","gender","occupation","title","description","tags","faves","lat","lon","u_city","u_country","taken"
47092259384,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_223135",NA,"2018, maria, mckee, gig, london",0,51.533611,-0.106667,"Chester",NA,"2018-03-26 22:31:35"
32937551007,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_223148",NA,"2018, maria, mckee, gig, london",0,51.534166,-0.108334,"Chester",NA,"2018-03-26 22:31:47"
32937548407,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_182119",NA,"2018, maria, mckee, gig, london",0,51.534166,-0.106389,"Chester",NA,"2018-03-26 18:21:19"
32937547657,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_183116",NA,"2018, maria, mckee, gig, london",0,51.536666,-0.103334,"Chester",NA,"2018-03-26 18:31:16"
32937546597,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_183609",NA,"2018, maria, mckee, gig, london",0,51.538055,-0.101945,"Chester",NA,"2018-03-26 18:36:08"
40915238453,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_183945",NA,"2018, maria, mckee, gig, london",0,51.538611,-0.101945,"Chester",NA,"2018-03-26 18:39:45"
47092256964,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_210840",NA,"2018, maria, mckee, gig, london",0,51.534444,-0.108612,"Chester",NA,"2018-03-26 21:08:40"
47092256674,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_210930",NA,"2018, maria, mckee, gig, london",0,51.534722,-0.107778,"Chester",NA,"2018-03-26 21:09:30"
32937541817,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_222141",NA,"2018, maria, mckee, gig, london",0,51.533611,-0.106667,"Chester",NA,"2018-03-26 22:21:41"
40915236053,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_222154",NA,"2018, maria, mckee, gig, london",0,51.533611,-0.106667,"Chester",NA,"2018-03-26 22:21:54"
34004520548,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_222250",NA,"2018, maria, mckee, gig, london",0,51.533611,-0.106667,"Chester",NA,"2018-03-26 22:22:49"
34004519008,"42095695@N06","1","Life Coach/NLP Practitioner","20180326_182304",NA,"2018, maria, mckee, gig, london",0,51.533888,-0.106667,"Chester",NA,"2018-03-26 18:23:03"
47092206824,"42095695@N06","1","Life Coach/NLP Practitioner","20180315_163254",NA,"2018, work, bqf, awards",0,51.506388,-0.073056,"Chester",NA,"2018-03-15 16:32:54"
34004469998,"42095695@N06","1","Life Coach/NLP Practitioner","20180315_182635",NA,"2018, work, bqf, awards",0,51.515277,-0.0925,"Chester",NA,"2018-03-15 18:26:35"
47881635841,"42095695@N06","1","Life Coach/NLP Practitioner","20180315_193327",NA,"2018, work, bqf, awards",0,51.516111,-0.092223,"Chester",NA,"2018-03-15 19:33:26"
47881629131,"42095695@N06","1","Life Coach/NLP Practitioner","20180315_213202",NA,"2018, work, bqf, awards",0,51.516111,-0.091667,"Chester",NA,"2018-03-15 21:32:01"
47881624601,"42095695@N06","1","Life Coach/NLP Practitioner","20180315_230031",NA,"2018, work, bqf, awards",0,51.516111,-0.092223,"Chester",NA,"2018-03-15 23:00:31"
47881622361,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_075057",NA,"2018, work, bqf, awards",0,51.506388,-0.0725,"Chester",NA,"2018-03-16 07:50:57"
47829551242,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_105802",NA,"2018, work, bqf, awards",0,51.506388,-0.073056,"Chester",NA,"2018-03-16 10:58:02"
47829550412,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_110029",NA,"2018, work, bqf, awards",0,51.506388,-0.073056,"Chester",NA,"2018-03-16 11:00:29"
34004460188,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_113023",NA,"2018, work, bqf, awards",0,51.503611,-0.075278,"Chester",NA,"2018-03-16 11:30:23"
47881620811,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_113530",NA,"2018, work, bqf, awards",0,51.506388,-0.0725,"Chester",NA,"2018-03-16 11:35:30"
34004454098,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_120116",NA,"2018, work, bqf, awards",0,51.506111,-0.073889,"Chester",NA,"2018-03-16 12:01:16"
47881615481,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_120126",NA,"2018, work, bqf, awards",0,51.506111,-0.073889,"Chester",NA,"2018-03-16 12:01:26"
34004453858,"42095695@N06","1","Life Coach/NLP Practitioner","20180316_121643",NA,"2018, work, bqf, awards",0,51.504722,-0.069723,"Chester",NA,"2018-03-16 12:16:42"
46965438865,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_203501",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 20:35:01"
34004401308,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_203508",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 20:35:08"
46965438045,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_203511",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 20:35:11"
47881555461,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_203513",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 20:35:13"
47881554641,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_210457",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 21:04:57"
47881554161,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_210623",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 21:06:23"
47881553901,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_211248",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 21:12:48"
47881553681,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_222540",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080556,"Chester",NA,"2018-02-16 22:25:40"
47927728801,"99708700@N00","1","Bank Staff","IMG_9263",NA,"london, britishmuseum, tiberius",0,51.519119,-0.127125,"Hong Kong","Hong Kong","2018-11-07 15:28:43"
47851462902,"32693718@N07","1","Writer","20180702 09 Paddington Basin",NA,"london, england",0,51.520934,-0.183387,"Oak Park, Illinois","USA","2018-07-02 01:39:22"
47114170064,"32693718@N07","1","Writer","20180702 07 Paddington Basin",NA,"london, england",0,51.521027,-0.182379,"Oak Park, Illinois","USA","2018-07-02 01:36:52"
47105417324,"32693718@N07","1","Writer","20180702 02 Paddington Station",NA,"london, england, paddingtonstation, railroad, depot, greatwesternrailway",1,51.516748,-0.177487,"Oak Park, Illinois","USA","2018-07-02 01:11:39"
46967965285,"32693718@N07","1","Writer","20180701 68 Kensington Palace",NA,"kensingtonpalace, london, england",1,51.50551,-0.18578,"Oak Park, Illinois","USA","2018-07-01 13:04:14"
47832082512,"32693718@N07","1","Writer","20180701 72 Kensington Gardens",NA,"kensingtongardens, london, england",2,51.510879,-0.176489,"Oak Park, Illinois","USA","2018-07-01 13:22:38"
47832081872,"32693718@N07","1","Writer","20180701 78 Paddington Bear",NA,"paddingtonbear, london, england",2,51.51588,-0.175169,"Oak Park, Illinois","USA","2018-07-01 14:26:22"
34004396488,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_224349",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080278,"Chester",NA,"2018-02-16 22:43:49"
47881553341,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_224410",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.079723,"Chester",NA,"2018-02-16 22:44:10"
47881552391,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_230339",NA,"02, late, christmas, meal, feb, 2018, work",0,51.511388,-0.077223,"Chester",NA,"2018-02-16 23:03:39"
46965430775,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_235729",NA,"02, late, christmas, meal, feb, 2018, work",0,51.507777,-0.079445,"Chester",NA,"2018-02-16 23:57:28"
47829488682,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_235732",NA,"02, late, christmas, meal, feb, 2018, work",0,51.507777,-0.079445,"Chester",NA,"2018-02-16 23:57:32"
47829488072,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_235912",NA,"02, late, christmas, meal, feb, 2018, work",0,51.508055,-0.080278,"Chester",NA,"2018-02-16 23:59:12"
32937424977,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_000225",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509166,-0.079167,"Chester",NA,"2018-02-17 00:02:25"
32937424817,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_111926",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509722,-0.076389,"Chester",NA,"2018-02-17 11:19:26"
32937424627,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112246",NA,"02, late, christmas, meal, feb, 2018, work",0,51.51,-0.076667,"Chester",NA,"2018-02-17 11:22:46"
32937424087,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112427",NA,"02, late, christmas, meal, feb, 2018, work",0,51.51,-0.076945,"Chester",NA,"2018-02-17 11:24:27"
40915101993,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112630",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509722,-0.0775,"Chester",NA,"2018-02-17 11:26:29"
46965426745,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112847",NA,"02, late, christmas, meal, feb, 2018, work",0,51.51,-0.077778,"Chester",NA,"2018-02-17 11:28:47"
47881547481,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112949",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509444,-0.077778,"Chester",NA,"2018-02-17 11:29:49"
40915099303,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_113405",NA,"02, late, christmas, meal, feb, 2018, work",0,51.5075,-0.078334,"Chester",NA,"2018-02-17 11:34:05"
46965426045,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_113409",NA,"02, late, christmas, meal, feb, 2018, work",0,51.5075,-0.078334,"Chester",NA,"2018-02-17 11:34:09"
32937420327,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_115519",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509722,-0.093334,"Chester",NA,"2018-02-17 11:55:19"
40915096413,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_120106",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510555,-0.0975,"Chester",NA,"2018-02-17 12:01:06"
40915095663,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_120137",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510555,-0.098056,"Chester",NA,"2018-02-17 12:01:36"
40915094813,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_120420",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510833,-0.098334,"Chester",NA,"2018-02-17 12:04:20"
40915094373,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_120456",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510833,-0.098612,"Chester",NA,"2018-02-17 12:04:56"
47829477032,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_120509",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510833,-0.098612,"Chester",NA,"2018-02-17 12:05:09"
47092110124,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_121900",NA,"02, late, christmas, meal, feb, 2018, work",0,51.510833,-0.111667,"Chester",NA,"2018-02-17 12:19:00"
40915092493,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_131906",NA,"02, late, christmas, meal, feb, 2018, work",0,51.508611,-0.121945,"Chester",NA,"2018-02-17 13:19:06"
40915091923,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_135716",NA,"02, late, christmas, meal, feb, 2018, work",0,51.508888,-0.131667,"Chester",NA,"2018-02-17 13:57:16"
40915090573,"42095695@N06","1","Life Coach/NLP Practitioner","20180223_065615",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514444,-0.080278,"Chester",NA,"2018-02-16 22:28:25"
47829470612,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_203830",NA,"02, late, christmas, meal, feb, 2018, work",0,51.515,-0.079723,"Chester",NA,"2018-02-16 20:38:29"
47829470462,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_210348",NA,"02, late, christmas, meal, feb, 2018, work",0,51.514166,-0.079723,"Chester",NA,"2018-02-16 21:03:47"
46965413705,"42095695@N06","1","Life Coach/NLP Practitioner","20180216_235535",NA,"02, late, christmas, meal, feb, 2018, work",0,51.508333,-0.078612,"Chester",NA,"2018-02-16 23:55:35"
47829468612,"42095695@N06","1","Life Coach/NLP Practitioner","20180217_112638",NA,"02, late, christmas, meal, feb, 2018, work",0,51.509722,-0.0775,"Chester",NA,"2018-02-17 11:26:38"
47880973221,"30682070@N00","1","Computers","Bloomsbury",NA,"england2018, london, places, thebritishmuseum",4,51.518589,-0.126257,"Washington, DC","US","2018-10-12 12:14:54"
47880548721,"100872466@N04","1",NA,"Next to the Shard....","Instagram: <a href=""""https://www.instagram.com/jl.dumas"""" rel=""""noreferrer nofollow"""">www.instagram.com/jl.dumas</a>
500Px: <a href=""""https://500px.com/jldum"""" rel=""""noreferrer nofollow"""">500px.com/jldum</a>
Album London: <a href=""""http://www.flickr.com/photos/jldum/albums/72157705986822055"""">www.flickr.com/photos/jldum/albums/72157705986822055</a>
Architecture: <a href=""""https://www.flickr.com/photos/jldum/albums/72157669768177122"""">www.flickr.com/photos/jldum/albums/72157669768177122</a>
B&amp;W: <a href=""""https://www.flickr.com/photos/jldum/albums/72157635275056980"""">www.flickr.com/photos/jldum/albums/72157635275056980</a>

","bâtiment, building, londres, london, frame, architecte, architectural, architecture, architect, lignes, géométrique, design, tower, tour, travel, trip, voyage, voyageur, traveller, ciel, arbre, noir, noiretblanc, nb, noretblanc, bw, black, blackandwhite",158,51.505,-0.0825,NA,NA,"2018-08-24 16:03:08"
32935919787,"123410057@N02","1","Retired","St. Paul's with reflections. From the Walkie Talkie Building.","better on zoom.","stpauls, london",60,51.511854,-0.083663,"Penrith","Cumbria","2018-05-14 12:21:19"
47086930874,"62973218@N02","1",NA,"Oculus","Hope you have all been well. I’m still catching up...!","london, geometric, monochrome, stairs, blackandwhite, steps, uk, urban, british, buildings, mono, geometry, spiral, city, architecture, britain, gb, bw, helix, england",119,51.513053,-0.105376,NA,NA,"2018-08-21 14:30:49"
47876191811,"123410057@N02","1","Retired","The Shard","From 20 Fenchurch Street. Towers over London Bridge Station.","theshard, thewalkietalkiebuilding, london",7,51.511854,-0.083663,"Penrith","Cumbria","2018-05-14 15:24:56"
40908624343,"30682070@N00","1","Computers","Africa and Sudan, The British Museum",NA,"deptofafrica, england2018, london, places, thebritishmuseum",7,51.520018,-0.127716,"Washington, DC","US","2018-10-12 13:44:46"
47822121552,"123410057@N02","1","Retired","The Walkie Talkie building from London Bridge Station.",NA,"walkietalkiebuilding, 20fenchurchst, london, londonbridgestation",3,51.505857,-0.087912,"Penrith","Cumbria","2018-05-14 15:37:58"
47822118962,"123410057@N02","1","Retired","20 Fenchurch St.",NA,"20fenchurchst, walkietalkiebuilding",2,51.51192,-0.083405,"Penrith","Cumbria","2018-05-14 15:31:39"
32930158397,"123410057@N02","1","Retired","London from 20 Fenchurch St. The Walkie Talkie building.",NA,"london, thames, railway",3,51.511947,-0.08362,"Penrith","Cumbria","2018-05-14 12:35:34"
32930154997,"123410057@N02","1","Retired","The Thames from the top of 20 Fenchurch St.",NA,"",1,51.511827,-0.083642,"Penrith","Cumbria","2018-05-14 12:17:57"
33997145918,"123410057@N02","1","Retired","From the Sky Garden, Walkie - Talkie Building.",NA,"",5,51.51188,-0.083448,"Penrith","Cumbria","2018-05-14 12:06:14"
33996861248,"89144442@N05","3",NA,"Cables","A Piccadilly line service formed of 1973 Met Cam built stock approaches Acton Town.","",2,51.502738,-0.280011,NA,NA,"2018-04-21 14:24:39"
47874062091,"89144442@N05","3",NA,"Lone Traveller","165 134 stands in the new bay platform at West Ealing with 2G38 15.01 to Greenford. This 12 minute journey takes in two of London's least used stations, South Greenford and Drayton Green, with only 3 intermediate stations on the whole route.","",2,51.513616,-0.320824,NA,NA,"2018-04-21 15:07:03"
47821358452,"126599530@N02","1",NA,"the man in a black hat",NA,"cityoflondonlondonlondresstreetphotographyblackandwhitephotographysmartphoneiphonephotography",3,51.512511,-0.105212,NA,NA,"2018-12-24 12:22:58"
32929357977,"46166891@N08","1","Support worker","at work",NA,"cosimomatteini, ep5, london, olympus, pen, m43, mzuiko60mmf28, docklands, canarywharf, building, architecture, construction, workers, people, atwork",24,51.504325,-0.024287,"London","UK","2018-10-31 17:24:20"
32926682397,"71393709@N06","1","Photographer","Bar-headed goose in St James's Park (London Life Nine)","Photograph taken at an altitude of Eight metres, at 11:05am on Thursday May 17th 2018, on a beautifully warm and sunny morning off Birdcage Walk and Horse Guards Road in the grounds of St James's Park. Situated in the City Of Westminster, the Park spans twenty three Hectares and is the oldest of the Royal Parks of London, with a variety of visiting and nesting birds that include Ducks, Canada Geese and Pelicans.


Here we see a female Bar-headed goose (Answer Indicus), native to Central Asia from the Tian-Shans to Ladakh and Kokonor and breeding grounds in northern India, Assam and northern Burma. These are far from common in the UK, with only a handful of breeding pairs seen, though often as in this case, a lone mother with up to three chicks (here sadly only one).


.
.


Nikon D850 Focal length 112mm   Shutter speed 1/1000s (Electronic front curtain)  Aperture f/4.0  iso64  RAW (14 bit uncompressed) Image size L 8256 x 5504 FX).  Hand held. Colour space Adobe RGB.  AF-C focus 51 point with 3-D tracking. Manual  exposure. Matrix metering. Auto 0 white balance (8030K). Nikon Distortion control on. Vignette control Normal.


Nikkor AF-S 24-120mm f/4G ED VR. Phot-R ultra slim 77mm UV filter. Nikon EN-EL15a battery. Matin quick release neckstrap. My Memory 128GB Class 10 SDXC. Lowepro Flipside 400 AW camera bag.  Nikon GP-1 GPS module. 


.

.


LATITUDE: N 51d 30m 6.30s
LONGITUDE: W  0d 8m 20.40s
ALTITUDE: 8.0m


RAW (TIFF) FILE: 130.00MB  NEF: 94.1MB
PROCESSED (JPeg) FILE: 33.30MB


.
.


PROCESSING POWER:

Nikon D850 Firmware versions C 1.01 (16/01/2018)  LD Distortion Data 2.017 (20/3/18) 

HP 110-352na Desktop PC with AMD Quad-Core A6-5200 APU 64Bit  processor. Radeon HD8400 graphics. 8 GB DDR3 Memory with 1TB SATA storage. 64-bit Windows 10. Verbatim USB 2.0 1TB desktop hard drive. WD My Passport Ultra 1tb USB3 Portable hard drive. Nikon ViewNX-1 64bit (Version 1.2.11 15/03/2018). Nikon Capture NX-D 64bit (Version 1.4.7 15/03/2018). Nikon Picture Control Utility 2 (Version 1.3.2 15/03/2018). Adobe photoshop Elements 8 Version 8.0 64bit.


","nature, mothernature, naturalbeauty, beauty, kent, landscape, nikon24120mmf4, nikon24120mmf4gedvr, england, sunlight, nikon, d850, nikond850, nikkor24120mm, nikon24120mm, nikongp1, paulwilliams, despitestraightlines, flickr, gettyimages, morning, getty, gettyimagesesp, despitestraightlinesatgettyimages, park, parkland, centrallondon, city, capital, londontown, londonscenes, stjamesspark, stjamessparklondon, royallondonparks, royal, goose, geese, barheadedgoose, barheadedgoosechick, bird, anserindicus, animalia, chordata, aves, anser",5,51.501761,-0.138995,"Bexleyheath","United Kingdom","2018-05-17 11:01:42"
47870390951,"123410057@N02","1","Retired","The Sky Garden in the Walkie - Talkie Building. London.",NA,"",3,51.511894,-0.083298,"Penrith","Cumbria","2018-05-14 15:14:17"
47818172132,"123410057@N02","1","Retired","Tower of London from the Walkie Talkie building.",NA,"",3,51.511814,-0.083491,"Penrith","Cumbria","2018-05-14 12:34:32"
46954171715,"17288983@N07","1","Retired","South Dock - This is London #9","The South West India Dock, later known as South Dock, was constructed in the 1860s, replacing the unprofitable City Canal, built in 1805.

From 1960 to 1980, trade in the docks declined to almost nothing. There were two main reasons. First, the development of the shipping container made this type of relatively small dock inefficient, and the dock-owners were slow to embrace change. Second, the manufacturing exports which had maintained the trade through the docks dwindled and moved away from the local area. In 1980 the docks were closed and the Government took control of the land. 

After the closure of the upstream enclosed docks, the area was regenerated as part of the Docklands scheme, and is now home to the developments of Canary Wharf.

Parts of the western end of the south docks is being built over in new developments currently under construction.

South Dock regularly plays host to medium-sized military vessels visiting London as it is the furthest point upstream that they can be turned around. ","southdock, london",20,51.502014,-0.020234,"Woking","England","2018-09-15 09:50:59"
40903809813,"17288983@N07","1","Retired","21st Century Bridge",NA,"london, bridge, blackandwhite, mono, bw",44,51.505186,-0.018067,"Woking","England","2018-09-15 14:31:45"
40903491653,"123410057@N02","1","Retired","Visit to the Walkie - Talkie Building.","The Sky garden at 20 Fenchurch St.","",4,51.511974,-0.083341,"Penrith","Cumbria","2018-05-14 12:04:19"
33992271048,"151617504@N05","1",NA,"20180928_white socks","so sexy in socks","socks, white, black, crossed, legs, bare, skirt, mini, phone, tube, subway",2,51.523611,-0.1575,NA,NA,"2018-09-28 11:14:22"
33987692358,"127350800@N07","3",NA,"fullsizeoutput_2b",NA,"",0,51.503719,-0.119581,NA,NA,"2018-08-06 19:58:28"
47810131202,"16863090@N00","1",NA,"Apple Market",NA,"apple, market, london, covent, garden, plaza, england, uk, 2018, fujifilm, xt1, 1024mm, f4, europe, united, kingdom",6,51.512081,-0.122802,"Singapore","Singapore","2018-08-05 20:23:16"
32918082047,"82336316@N03","1","Student","Steel Totem","Well, there was some semblance of safety and tranquillity where I took the last shot. Then, we walked into the park proper.... and there was a gang of scary teens. So I became very anxious and had to cross the water and hurry away from them. I missed a few of the shots I had wanted but was still alive, so that was something.

I really like unique pieces of architecture- those random, shocking structures that just don't fit with anything else in the vicinity. The Orbit Tower (I think it's still called that?) is one of those, a building that looks like a rollercoaster was torn up and crumpled. It's a building that I don't think looks that great in the day, but at night with its bright red showing... wow.","queenelizabetholympicpark, orbittower, stratford, london, architecture, landscape, city, cityscape, river, water, reflection, lights, lighttrails, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",63,51.541424,-0.014054,"Worthing","England","2018-09-24 19:51:41"
47809075812,"155703802@N05","1",NA,"The Botanical","Sony a6000 + Sigma 30mm F2.8 DN Art","botanical, kew, royal, garden, gardening, building, architecture, lake, park, themepark, green, outdoors, bird, perspective, seagull, trees, water, morning, sunny, cleansky, house, victory, london, greenfingers, greenhouse, unitedkingdom, england, nature, sony, a6000, ilce, alpha, mirrorless, sigma, 30mm, art",23,51.479351,-0.29221,NA,NA,"2018-11-30 12:59:52"
32914923387,"11200205@N02","3",NA,"View camera - Portobello Road Market, London W11.","PB030632 Anx2 Q90 1400h","olympusomdem5, edk7, 2018, uk, england, london, londonw11, royalboroughofkensingtonandchelsea, nottinghill, portobelloroad, portobelloroadmarket, urban, city, cityscape, viewcamera, camera, vintage, classic, antique, lens, selfiealert",18,51.511566,-0.199384,NA,NA,"2018-11-03 11:35:41"
40892508943,"11200205@N02","3",NA,"Pedestrian tunnel, King's Cross station, London N1.","<b>Allies &amp; Morrison Architects, Spiers &amp; Major, The Light Lab, 2014</b>

PB030643 Anx2 Q90 1400h ","olympusomdem5, edk7, 2018, uk, england, london, londonn1, londonboroughofcamden, londonkingscross, railwaystation, pedestriantunnel, architecture, building, structure, light, colour, person, people, arch, curve, ledlightwall",43,51.532034,-0.124411,NA,NA,"2018-11-03 13:23:06"
33979850528,"11200205@N02","3",NA,"Dome and cruciform upper nave - Saint Sophia Greek Cathedral, Bayswater, London W2.","<b>John Oldrid Scott, Byzantine Revival, 1882
----
<a href=""""https://en.wikipedia.org/wiki/St_Sophia's_Cathedral,_London"""" rel=""""noreferrer nofollow"""">en.wikipedia.org/wiki/St_Sophia%27s_Cathedral,_London</a></b>

PB030613 Anx2 Q90 ","olympusomdem5, edk7, 2018, uk, england, london, londonw2, bayswater, moscowroad, saintsophiagreekcathedral, greekorthodox, greekorthodoxcathedralofthedivinewisdomhagiasophia, church, johnoldridscottbyzantinerevival1882, gradeilisted, architecture, building, oldstructure, city, cityscape, urban, arch, dome, metal, window, stonework, brickwork, stonecarving, ceramicroofingtile",19,51.512515,-0.191434,NA,NA,"2018-11-03 10:54:41"
47066509594,"30682070@N00","1","Computers","The British Museum",NA,"england2018, london, places, thebritishmuseum",5,51.519003,-0.127737,"Washington, DC","US","2018-10-12 12:51:25"
47802975272,"82336316@N03","1","Student","Wait For The All-Clear","One thing that I love about cities is how the roads seem to cut a path through the darkness at night. From one of the parks many bridges the added height really shows the divide between the dark spaces and the lit roads.

I once again experience that favourite feeling of mine, of walking through a huge city with barely any people about. Apart from a couple of cars that went by underneath us and a couple of security guards off to the side, there was no one. Bliss.","queenelizabetholympicpark, londonaquaticscentre, stratford, london, architecture, landscape, city, cityscape, lights, lighttrails, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",92,51.541183,-0.0109,"Worthing","England","2018-09-24 19:44:01"
47802851612,"13326063@N08","1",NA,"art collection",NA,"london, londres, uk, unitedkingdom, europe, wallacecollection, art, collection, artcollection, indoor, light, artgallery, gallery, galeria, galeriadearte",17,51.517335,-0.152971,"Assis, SP","Brasil","2018-10-10 23:53:03"
47802327002,"78821753@N03","1",NA,"30 Cannon Street","In front of 30 Cannon Street is the entry to Mansion House underground station (another excuse to get in some iconic London design with the double decker bus in the background).

The white-arched building covered over a bomb site after the World War II destruction of a Sir Christopher Wren designed church - itself a replacement for a church lost in the Great Fire of London.

Designed by Whinney, Son &amp; Austen Hall, it was built for Credit Lyonnais, completed in 1977, and granted a Grade II heritage listing in 2015. ","30cannonstreet, mansionhouse, london, underground, building, architecture, rambo2100, arch, doubledecker, bus, red, white, office",19,51.512475,-0.094531,"Sydney","Australia","2018-11-25 18:58:48"
40887778083,"138532086@N02","1","Carer","Large Skipper Ochlodes sylvanus","I photographed this butterfly at Mayesbrook Park, Dagenham.

Male Large Skippers are most often found perching in a prominent, sunny position, usually on a large leaf at a boundary between taller and shorter vegetation, awaiting passing females. Females are less conspicuous, though both sexes may be seen feeding on flowers, Bramble being a favourite. Males have a thick black line through the center of their fore-wing. Undersides have faint orange spots unlike the bright silver spots in Silver-spotted Skipper. 
The presence of a faint chequered pattern on both sides of the wings distinguishes this species from the similar Small and Essex Skippers, which fly at the same time. The Large Skipper is widespread in southern Britain and its range has extended northwards in north-east England since the 1960s.

If you have a minute check out my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a> ","2018, essex, june, largeskipper, london, mayesbrookpark, nikond7200, sigma105mmf28macro, dagenham, ochlodessylvanus",7,51.540326,0.105496,"London","UK","2018-06-01 00:00:00"
47064992894,"138532086@N02","1","Carer","Myathropa florea","I photographed this hoverfly at Mayesbrook Park, Dagenham

This is the most abundant and least choosy of the hoverflies associated with decaying wood. The larvae, which are of the ‘long-tailed’, aquatic type, occur in any situation where wet wood debris are present, such as water-filled hollows containing decaying leaf and wood detritus, and decaying roots deep underground. They can also develop in cow-dung. They will readily use artificial breeding sites consisting of containers of water mixed with rotted sawdust or woodland litter.

Adults disperse widely and visit a variety of flowers. Males hover in the canopy, making a loud high pitched buzz. They are often seen in gardens 

If you have a minute check out my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a>","2018, dagenham, essex, london, may, mayesbrookpark, nikond7200, sigma105mmf28macro, hoverfly, myathropaflorea",8,51.53916,0.109659,"London","UK","2018-05-18 10:09:12"
